clust,comp,name,text,comp_order,clust_order,rule
3,1,090000648471d5be,"Dear EPA,

Contamination of wildlife habitat by Anticoagulant Rodenticide (AR) is as devastating as a massive oil spill.  With injuries to wildlife that are below the skin, in the blood and in the liver and sometimes decimating entire populations or entire species of birds of prey, reptiles, as well as large cats, and other wildlife.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!
Laura Kovary",1,1,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471c5ac,"Dear EPA,

Widescreens use of Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

You must prohibit the use of these pesticides and  as soon as possible!",2,2,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471c60d,"Dear EPA,




The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.




From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.




Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.




If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.




Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!",3,3,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471d25d,"Dear EPA:

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!",4,4,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471c738,"Dear EPA,

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!

James Schott",5,5,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471aa4f,"""Dear EPA,

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.
 
From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT.
 
Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.
 
If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and stop allowing the use of these pesticides!""",6,6,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471da32,"Please save our wildlife and prohibit the use of these pesticides! Please, do not let another year pass, ban them now!

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides! Please, do not let another year pass, ban them now!",7,7,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471ce39,"Dear EPA,

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!
Stephanie Costi",8,8,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471c607,"Dear EPA,

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood, and in the liver - but ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically bromadiolone, difethialone, difenacoum, diphacinone, and chlorophacinone, leach through the food web just like DDT which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure impacting whole populations and entire ecosystems just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020. They would have been banned years ago just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass.  Ban them now!

Karen Lindemann",9,9,EPA-HQ-OPP-2015-0481-0050
3,1,090000648471cad0,"Dear EPA,

The widespread contamination of wildlife by Anticoagulant Rodenticide (AR) is like a massive oil spill, except the injuries are below the skin, in the blood and in the liver - but the ecological damage is comparable.

From ants to apex predators like the mountain lion, these poisons, specifically brodifacoum, bromadiolone, difethialone, difenacoum, diphacinone and chlorophacinone, leach through the food web, just like DDT, which was banned 48 years ago.

Exposure to anticoagulant rodenticides can cause illness and reproductive failure, impacting whole populations and entire ecosystems, just like DDT.

If people could see how damaging these poisons are to our wildlife and ecosystems, we would not be discussing their potential ecological impact in 2020 - they would have been banned years ago, just like DDT.

Please save our wildlife and prohibit the use of these pesticides. Please, do not let another year pass, ban them now!

Bettina Rosmarino",10,10,EPA-HQ-OPP-2015-0481-0050
