clust,comp,name,text,comp_order,clust_order,rule
3,1,09000064849aaa14,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",1,1,EPA-R06-OAR-2020-0510-0001
3,1,090000648499c75d,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma. I have two children who are impacted by your decisions, as I am sure do the members of your decision making team. We owe them more than polluted, unlivable waters. Give them the chance to move beyond dirty energy sources.",2,2,EPA-R06-OAR-2020-0510-0001
3,1,090000648499d7ec,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",3,3,EPA-R06-OAR-2020-0510-0001
3,1,09000064849ee55d,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",4,4,EPA-R06-OAR-2020-0510-0001
3,1,090000648499c921,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",5,5,EPA-R06-OAR-2020-0510-0001
3,1,09000064849ee3eb,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",6,6,EPA-R06-OAR-2020-0510-0001
3,1,090000648499c7b4,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.",7,7,EPA-R06-OAR-2020-0510-0001
3,1,090000648499cd14,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma as well as numerous other health implications.

I recently took a break from my career to pursue a biology degree. I know the incredible value of wetlands and our coastal ecology. We need to be increasing our protection of these important areas instead of compromising them and putting more people and wildlife in danger.",8,8,EPA-R06-OAR-2020-0510-0001
3,1,09000064849ad994,"I am a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma and worse health issues. For the people's sake, stop poisoning their home!",9,9,EPA-R06-OAR-2020-0510-0001
3,1,09000064849d1c36,"Im a Texas resident and my comment is on permit application EPA-R06-OAR-2020-0510 relating to the PSD preconstruction permit, the Title V operating permit, and the 112(g) NOMA.  I oppose  Bluewater Terminal plans to emit so much air pollution off the Texas Gulf Coast without any pollution controls. Please deny permission to pollute. There are already too many air pollution sources in the Coastal Bend and high rates of asthma.



I also want to express my support for expanding the ability of people who want to speak and attend the public hearing on January 5th and to have additional an public hearing that is after the holidays when there is adequate time for more people to learn about this new air pollution source on the Coastal Bend. 



Public hearings should be set up in a way that allows a wide variety of people to participate, including closed captioning, interpretation for non-English speakers and sign language.",10,10,EPA-R06-OAR-2020-0510-0001
